Urea,4.25,6.7,4.73,7.23,7.29,#REF!,#REF!,#REF!,#REF!,0.028,0.04,,,,,,,,,,,,,
Phosphate,0.83,1.32,2.24,2.3,2.46,#REF!,#REF!,#REF!,#REF!,0.00678,0.01,,,,,,,,,,,,,
Potassium,6.43,7.41,7.72,19.32,19.14,,,,,0.044,0.06,,,,,,,,,,,,,
Glucose,,-37.9,,,,,,,,,1.6909,,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,"Dx0, absolute amount of Dextran at T=0",,,,0.7,,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,"Dxt, absolute amount of Dextran at T=240",,,,0.6,,,,,,,,,,
T=-1,,,0.385,,1932,,,,,Dx geometric,,,,0.2,"Voor berekening van Dxgeom, ga ik uit van t=10, 60, 120, 180 en 240 zodat de tijdsintervallen constant zijn.",,,,,,,,,
T=0,00:03,0,0.272,6,2336.36,,0,,,ELAR (mL/min),,,,2.6,,,,,,,,,,
T=10,00:11,10,0.265,6,2365.82,26.09568841,61.56,0.006155678,,,,,,,,,,,,,,,,
T=20,00:21,20,0.262,2,2386.85,26.09568841,53.12,0.005311658,,,,,,,,,,,,,,,,
T=30,00:31,30,0.26,2,2403.19,26.09568841,44.44,0.004444065,,,,,,,,,,,,,,,,
T=60,01:01,60,0.251,6,2487.29,78.28706524,164.39,0.005479518,,,,,,,,,,,,,,,,
T=120,02:01,120,0.246,3,2531.72,156.5741305,207.01,0.003450114,,,,,,,,,,,,,,,,
T=180,03:01,180,0.242,3,#REF!,156.5741305,#REF!,#REF!,,,,,,,,,,,,,,,,
T=240,04:01,240,0.238,6,#REF!,156.5741305,#REF!,#REF!,,,,,,,,,,,,,,,,
,,,,28,#REF!,626.2965219,#REF!,,,,,,,,,,,,,,,,,
,,,,,Mean IPV,626.2965219,#REF!,,,,,,,,,,,,,,,,,
,,,,,check volgorde formule,"Ik begrijp niet waarom het AMC nog met een geometrisch gemiddeld vermenigvuldigd, maar het maakt in dit geval geen verschil op de resultaten",,,,,check of deze methode overeenkomt met mijn berekening in kolom k,,,,,,,,,,,,,
Abbreviations,,,,,,,,156.5741305,,#REF!,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
RV blue dextran,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,RV,residual volume,,,,,,,,,,,,,,,,,,,,,,
,V2,volume of rinsing solution spiked with blue dextran,,,,,,,,,,,,,,,,,,,,,,
,C1,blue dextran concentration in residual volume,,,,,,,,,,,,,,,,,,,,,,
,C2,blue dextran concentration in fresh PN bag,,,,,,,,,,,,,,,,,,,,,,
,C3,blue dextran concentration after infusion of PN spiked with blue dextran,,,,,,,,,,,,,,,,,,,,,,
