Mean,,,,*Ook obv de blue dextran concentraties gedurende de dwell lijkt het IPV op T=240 ca. 2500 mL te zijn.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Transport parameters:,,,,,,,,,,,,,,,,,,,,,,,
,2-h Removal (mmol),Removal (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),Removal (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),2-h Removal sampling,Removal Sampling,,,,,,,,,,,,
Creatinine,0.76,1.09,4.69,8.22,8.1,1.38,5.9,7.8,8,0.005524435,0.01,,,,,,,,,,,,
Urea,18.51,26.22,6.99,16.01,16.44,33.22,8.9,16.9,17,0.1408,0.27,,,,,,,,,,,,
Phosphate,1.71,2.48,4.05,6.93,6.73,3.16,5.2,6.3,6.5,0.01291,0.03,,,,,,,,,,,,
Potassium,6.17,7.63,6.76,21.3,22.1,,,,,0.082875,0.12,,,,,,,,,,,,
Glucose,,-88.5,,,,,,,,,2.554175,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,,,,,,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,,,,,,,,,,,,,,
T=-1,,,0.592,,1959,,,,,,,,,,,,,,,,,,
T=0,00:03,0,,6.5,,,,,,,,,,,,,,,,,,,
T=10,00:11,10,0.495,6.5,2699.39,0,0,0,,,,,,,,,,,,,,,
T=20,00:21,20,0.484,6.5,2749.81,3.635819267,60.55,0.006055446,,,,,,,,,,,,,,,
T=30,00:31,30,0.483,6.5,2743.01,3.635819267,3.33,0.000333039,,,,,,,,,,,,,,,
T=60,01:01,60,0.478,6.5,2756.14,10.9074578,30.54,0.001017931,,,,,,,,,,,,,,,
T=120,02:01,120,0.474,6.5,2748.22,21.8149156,20.4,0.000340034,,,,,,,,,,,,,,,
T=180,03:01,180,0.458,6.5,2813.96,21.8149156,94.05,0.001567458,,,,,,,,,,,,,,,
T=240,04:01,240,0.464,6.5,2754.65,21.8149156,-30.99,-0.000516551,,,,,,,,,,,,,,,
,,,,39,2761.333907,83.62384315,177.88,,,,,,,,,,,,,,,,
,,,,,Mean IPV,83.62384315,177.88,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,,,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RV blue dextran,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,RV,residual volume,,,,,,,,,,,,,,,,,,,,,
,V2,volume of rinsing solution spiked with blue dextran,,,,,,,,,,,,,,,,,,,,,
,C1,blue dextran concentration in residual volume,,,,,,,,,,,,,,,,,,,,,
,C2,blue dextran concentration in fresh PN bag,,,,,,,,,,,,,,,,,,,,,
,C3,blue dextran concentration after infusion of PN spiked with blue dextran,,,,,,,,,,,,,,,,,,,,,
