Creatinine,0.19,0.29,4.31,4.46,4.78,0.2,3,5,4.9,0.001024,0,,,,,,,,,,,,,
Urea,5.69,9.39,7.38,10.72,10.86,6.6,5.2,9.2,9.8,0.0292,0.04,,,,,,,,,,,,,
Phosphate,1.17,1.66,3.86,3.78,4.12,1.17,2.7,4.5,4.4,0.00664,0.01,,,,,,,,,,,,,
Potassium,8.42,9.91,9.6,27.08,26.74,,,,,0.055,0.07,,,,,,,,,,,,,
Glucose,,-54.5,,,,,,,,,1.5713,,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,LA,UFV,UFR,,,,,,,,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,,,,,,,,,,,,,,,
T=-1,,,0.377,,1864,,,,,,,,,,,,,,,,,,,
T=0,00:03,0,0.247,6,2844.5,,,,,,,,,,,,,,,,,,,
T=10,00:11,10,0.149,6,3468.18,0,0,0,,,,,,,,,,,,,,,,
T=20,00:21,20,0.156,2,3272.6,34.23074886,-155.35,-0.015535431,,,,,,,,,,,,,,,,
T=30,00:31,30,0.163,2,3095.91,34.23074886,-140.46,-0.014045508,,,,,,,,,,,,,,,,
T=60,01:01,60,0.166,6,2935.3,102.6922466,-55.91,-0.001863802,,,,,,,,,,,,,,,,
T=120,02:01,120,0.158,3,2872.24,205.3844932,148.32,0.002471987,,,,,,,,,,,,,,,,
T=180,03:01,180,0.16,3,2627.99,205.3844932,-35.87,-0.000597758,,,,,,,,,,,,,,,,
T=240,04:01,240,0.154,6,2521.88,205.3844932,102.27,0.001704539,,,,,,,,,,,,,,,,
,,,,28,2857.64072,787.3072239,-137,,,,,,,,,,,,,,,,,
,,,,,Mean IPV,787.3072239,-131,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,196.826806,,-34.24934938,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
RV blue dextran,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,RV,residual volume,,,,,,,,,,,,,,,,,,,,,,
,V2,volume of rinsing solution spiked with blue dextran,,,,,,,,,,,,,,,,,,,,,,
,C1,blue dextran concentration in residual volume,,,,,,,,,,,,,,,,,,,,,,
,C2,blue dextran concentration in fresh PN bag,,,,,,,,,,,,,,,,,,,,,,
,C3,blue dextran concentration after infusion of PN spiked with blue dextran,,,,,,,,,,,,,,,,,,,,,,
